Date,categoryname,units_sold
11-12-1990,Shampoo & Conditioner,27
11-13-1990,Cotton & Ear Buds,26
11-14-1990,Containers Sets,31
11-15-1990,Organic & Cold Press Oil,18
11-16-1990,Face Masks & Safety Gears,15
11-17-1990,Eau De Parfum,11
11-18-1990,"Hummus, Cheese, Salsa Dip",18
11-19-1990,Kadai & Fry Pans,42
11-20-1990,Supplements & Proteins,17
11-21-1990,Sexual Wellness,5
11-22-1990,Men's Deodorants,24
11-23-1990,Hand Wash & Sanitizers,15
11-24-1990,Sanitary Napkins,4
11-25-1990,Face Care,37
11-26-1990,Gourmet Tea & Tea Bags,10
11-27-1990,Pet Meals & Treats,37
11-28-1990,Honey & Maple Syrup,14
11-29-1990,Blended Masalas,26
11-30-1990,Health Drinks,13
12-01-1990,Baby Wipes,25
12-02-1990,Hair & Scalp Treatment,99
12-03-1990,"Aerated, Still, Sparkling",70
12-04-1990,Eau De Toilette,28
12-05-1990,Ayurveda,74
12-06-1990,Eau De Toilette,72
12-07-1990,Sanitary Napkins,21
12-08-1990,Organic Fruits,119
12-09-1990,Containers Sets,71
12-10-1990,Glassware,135
12-11-1990,"Wet Wipe, Pocket Tissues",67
12-12-1990,Blended Masalas,81
12-13-1990,Shower Gel & Body Wash,111
12-14-1990,Copper Utensils,60
12-15-1990,"Cookies, Biscotti, Wafer",27
12-16-1990,Blended Masalas,10
12-17-1990,Eau De Parfum,19
12-18-1990,International Cheese,31
12-19-1990,"Laundry, Storage Baskets",66
12-20-1990,Choco & Nut Spread,39
12-21-1990,Other Edible Oils,26
12-22-1990,Ayurveda,9
12-23-1990,Containers Sets,37
12-24-1990,Roasted Seeds & Nuts,31
12-25-1990,"Healthy, Baked Snacks",12
12-26-1990,Bathing Bars & Soaps,27
12-27-1990,Bathing Bars & Soaps,45
12-28-1990,Brooms & Dust Pans,23
12-29-1990,Face & Body,8
12-30-1990,Hair Removal,26
12-31-1990,Instant Pasta,11
12-30-1991,Shampoo & Conditioner,6
12-31-1991,Body Sprays & Mists,15
12-30-1992,"Organic Sugar, Jaggery",17
12-31-1992,Lip Care,36
12-30-1993,Recipe Packs,15
12-31-1993,Face Care,24
12-30-1994,Face Care,22
12-31-1994,Breakfast & Snack Mixes,31
12-30-1995,Supplements & Proteins,5
12-31-1995,Cookies,14
12-30-1996,Perfume,9
12-31-1996,Exam Pads & Pencil Box,77
12-30-1997,Supplements & Proteins,83
12-31-1997,Coffee & Pre-Mix,37
12-30-1998,Gourmet Tea & Tea Bags,69
12-31-1998,Kitchen Tools & Other Accessories,48
12-30-1999,"Detergent Powder, Liquid",115
12-31-1999,Face Care,95
12-30-2000,Blended Masalas,55
12-31-2000,Water & Fridge Bottles,65
12-30-2001,Leaf & Dust Tea,29
12-31-2001,Nachos & Chips,61
12-30-2002,Ayurveda,66
12-31-2002,"Notebooks, Files, Folders",17
12-30-2003,Organic Flours,9
12-31-2003,Dry Fruits & Berries,22
12-30-2004,Gift Sets,20
12-31-2004,Men's Deodorants,8
12-30-2005,Shampoo & Conditioner,57
12-31-2005,Face Care,92
12-30-2006,Aromatherapy,24
12-31-2006,Toothpaste,38
12-30-2007,Hair Oil & Serum,29
12-31-2007,Rice & Other Flours,50
12-30-2008,"Agarbatti, Incense Sticks",41
12-31-2008,"Luxury Chocolates, Gifts",38
12-30-2009,Cotton & Ear Buds,48
12-31-2009,"Luxury Chocolates, Gifts",10
12-30-2010,Bathing Bars & Soaps,37
12-31-2010,Pastries & Brownies,23
12-30-2011,Thai & Asian Sauces,3
12-31-2011,Adult Diapers,23
12-30-2012,Face Care,43
12-31-2012,Eye Care,18
